offense_id,occur_date,UC2_Literal,neighborhood,npu,lat,long,use_date,zip,county,total_cases,deaths
202890865,10/15/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.674602,-84.408037,2020-10-17,30315,Fulton,144.0,3.0
202790352,10/5/2020,LARCENY-FROM VEHICLE,Browns Mill Park,Z,33.684802000000005,-84.39262099999999,2020-10-17,30315,Fulton,144.0,3.0
202790870,10/5/2020,BURGLARY,Polar Rock,Z,33.697657,-84.398614,2020-10-17,30315,Fulton,144.0,3.0
202900555,10/15/2020,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.701469,-84.405243,2020-10-16,30315,Fulton,136.0,4.0
202900576,10/16/2020,LARCENY-NON VEHICLE,Perkerson,X,33.682476,-84.409059,2020-10-16,30315,Fulton,136.0,4.0
202900577,10/9/2020,AUTO THEFT,Benteen Park,W,33.712989,-84.363344,2020-10-16,30315,Fulton,136.0,4.0
202900620,10/16/2020,LARCENY-NON VEHICLE,Perkerson,X,33.694584000000006,-84.409141,2020-10-16,30315,Fulton,136.0,4.0
202900665,10/16/2020,AGG ASSAULT,Thomasville Heights,Z,33.706142,-84.357606,2020-10-16,30315,Fulton,136.0,4.0
202900717,10/15/2020,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.701174,-84.405247,2020-10-16,30315,Fulton,136.0,4.0
202900754,10/16/2020,LARCENY-NON VEHICLE,Browns Mill Park,Z,33.688354,-84.374291,2020-10-16,30315,Fulton,136.0,4.0
202901174,10/16/2020,AGG ASSAULT,Joyland,Y,33.712488,-84.39749599999999,2020-10-16,30315,Fulton,136.0,4.0
202901188,10/7/2020,LARCENY-NON VEHICLE,Rebel Valley Forest,Z,33.687071,-84.359668,2020-10-16,30315,Fulton,136.0,4.0
202901397,10/16/2020,AGG ASSAULT,Peoplestown,V,33.726013,-84.381068,2020-10-16,30315,Fulton,136.0,4.0
202901443,10/16/2020,AUTO THEFT,Browns Mill Park,Z,33.681295,-84.39416899999999,2020-10-16,30315,Fulton,136.0,4.0
202890355,10/14/2020,LARCENY-FROM VEHICLE,Perkerson,X,33.687488,-84.413512,2020-10-15,30315,Fulton,128.0,1.0
202890371,10/15/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.676915,-84.39875699999999,2020-10-15,30315,Fulton,128.0,1.0
202890498,10/2/2020,LARCENY-NON VEHICLE,Lakewood Heights,Y,33.701334,-84.376506,2020-10-15,30315,Fulton,128.0,1.0
202890499,10/15/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.680721000000005,-84.414558,2020-10-15,30315,Fulton,128.0,1.0
202890529,10/15/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.673635,-84.403272,2020-10-15,30315,Fulton,128.0,1.0
202890788,10/14/2020,AGG ASSAULT,Mechanicsville,V,33.7365,-84.393785,2020-10-15,30315,Fulton,128.0,1.0
202891195,10/15/2020,LARCENY-NON VEHICLE,South Atlanta,Y,33.718069,-84.382193,2020-10-15,30315,Fulton,128.0,1.0
202891580,10/15/2020,AUTO THEFT,South Atlanta,Y,33.714655,-84.38753,2020-10-15,30315,Fulton,128.0,1.0
202881850,10/14/2020,AGG ASSAULT,Thomasville Heights,Z,33.708632,-84.36010300000001,2020-10-15,30315,Fulton,128.0,1.0
202491964,9/26/2020,AGG ASSAULT,Joyland,Y,33.713873,-84.398421,2020-10-14,30315,Fulton,94.0,2.0
202880497,10/14/2020,AUTO THEFT,Thomasville Heights,Z,33.707807,-84.36253,2020-10-14,30315,Fulton,94.0,2.0
202880498,10/14/2020,LARCENY-NON VEHICLE,Lakewood Heights,Y,33.706654,-84.379264,2020-10-14,30315,Fulton,94.0,2.0
202880499,10/14/2020,LARCENY-FROM VEHICLE,The Villages at Carver,Y,33.713056,-84.389234,2020-10-14,30315,Fulton,94.0,2.0
202880518,10/14/2020,LARCENY-FROM VEHICLE,Perkerson,X,33.681799,-84.414856,2020-10-14,30315,Fulton,94.0,2.0
202880537,10/14/2020,LARCENY-FROM VEHICLE,Benteen Park,W,33.714216,-84.36161899999999,2020-10-14,30315,Fulton,94.0,2.0
202880051,10/14/2020,AGG ASSAULT,Lakewood Heights,Y,33.709651,-84.379657,2020-10-14,30315,Fulton,94.0,2.0
202871931,10/13/2020,AGG ASSAULT,Mechanicsville,V,33.733771999999995,-84.397341,2020-10-14,30315,Fulton,94.0,2.0
202871997,10/13/2020,LARCENY-FROM VEHICLE,Peoplestown,V,33.728894,-84.380403,2020-10-14,30315,Fulton,94.0,2.0
202871626,10/13/2020,HOMICIDE,Lakewood Heights,Y,33.707619,-84.375674,2020-10-14,30315,Fulton,94.0,2.0
202870412,10/13/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.676915,-84.39875699999999,2020-10-14,30315,Fulton,94.0,2.0
202880881,10/5/2020,LARCENY-NON VEHICLE,Perkerson,X,33.681799,-84.414856,2020-10-14,30315,Fulton,94.0,2.0
202881049,10/14/2020,ROBBERY,Glenrose Heights,Z,33.677690000000005,-84.392123,2020-10-14,30315,Fulton,94.0,2.0
202870645,10/13/2020,LARCENY-NON VEHICLE,Perkerson,X,33.682476,-84.409059,2020-10-13,30315,Fulton,100.0,3.0
202870680,10/13/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.673293,-84.409182,2020-10-13,30315,Fulton,100.0,3.0
202870701,10/13/2020,AGG ASSAULT,Browns Mill Park,Z,33.684974,-84.39258000000001,2020-10-13,30315,Fulton,100.0,3.0
202871682,10/13/2020,AGG ASSAULT,Thomasville Heights,Z,33.707849,-84.359196,2020-10-13,30315,Fulton,100.0,3.0
202871915,10/13/2020,LARCENY-FROM VEHICLE,Perkerson,X,33.688087,-84.408936,2020-10-13,30315,Fulton,100.0,3.0
202870217,10/13/2020,AGG ASSAULT,Hammond Park,X,33.678873,-84.40643299999999,2020-10-13,30315,Fulton,100.0,3.0
202860781,10/9/2020,LARCENY-NON VEHICLE,Benteen Park,W,33.713292,-84.364193,2020-10-12,30315,Fulton,78.0,1.0
202851265,10/11/2020,AGG ASSAULT,Benteen Park,W,33.717791,-84.366979,2020-10-12,30315,Fulton,78.0,1.0
202860638,7/1/2020,BURGLARY,Lakewood Heights,Y,33.707646999999994,-84.37626999999999,2020-10-12,30315,Fulton,78.0,1.0
202860970,10/11/2020,LARCENY-FROM VEHICLE,Lakewood Heights,Y,33.699267,-84.382924,2020-10-12,30315,Fulton,78.0,1.0
202861270,9/30/2020,AUTO THEFT,Norwood Manor,Z,33.696414000000004,-84.369003,2020-10-12,30315,Fulton,78.0,1.0
202861496,10/8/2020,LARCENY-NON VEHICLE,South Atlanta,Y,33.717766999999995,-84.385364,2020-10-12,30315,Fulton,78.0,1.0
202861675,10/12/2020,AGG ASSAULT,Lakewood Heights,Y,33.705963,-84.37441,2020-10-12,30315,Fulton,78.0,1.0
202860348,10/12/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.680721000000005,-84.414558,2020-10-12,30315,Fulton,78.0,1.0
202860451,10/12/2020,AUTO THEFT,Summerhill,V,33.732997,-84.391286,2020-10-12,30315,Fulton,78.0,1.0
202850464,10/11/2020,AUTO THEFT,Peoplestown,V,33.722316,-84.39280500000001,2020-10-11,30315,Fulton,88.0,0.0
202850876,10/9/2020,LARCENY-NON VEHICLE,Betmar LaVilla,Y,33.708203999999995,-84.395999,2020-10-11,30315,Fulton,88.0,0.0
202850890,10/10/2020,AUTO THEFT,Sylvan Hills,X,33.699628000000004,-84.408505,2020-10-11,30315,Fulton,88.0,0.0
202850894,10/11/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.676915,-84.39875699999999,2020-10-11,30315,Fulton,88.0,0.0
202851413,10/11/2020,AGG ASSAULT,South Atlanta,Y,33.715916,-84.384615,2020-10-11,30315,Fulton,88.0,0.0
202832047,10/9/2020,AGG ASSAULT,High Point,Y,33.717058,-84.393431,2020-10-10,30315,Fulton,73.0,2.0
202840569,10/10/2020,AGG ASSAULT,Thomasville Heights,Z,33.701127,-84.360962,2020-10-10,30315,Fulton,73.0,2.0
202820313,10/8/2020,HOMICIDE,Lakewood Heights,Y,33.699267,-84.382924,2020-10-09,30315,Fulton,212.0,4.0
202822077,10/8/2020,LARCENY-FROM VEHICLE,South Atlanta,Y,33.713682,-84.384328,2020-10-09,30315,Fulton,212.0,4.0
202830005,10/8/2020,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.700355,-84.40869,2020-10-09,30315,Fulton,212.0,4.0
202830248,10/9/2020,AUTO THEFT,South Atlanta,Y,33.71797,-84.386359,2020-10-09,30315,Fulton,212.0,4.0
202830274,10/8/2020,LARCENY-FROM VEHICLE,Peoplestown,V,33.73068,-84.388166,2020-10-09,30315,Fulton,212.0,4.0
202830440,10/8/2020,AUTO THEFT,Custer/McDonough/Guice,W,33.710797,-84.35679300000001,2020-10-09,30315,Fulton,212.0,4.0
202830629,10/9/2020,LARCENY-FROM VEHICLE,Hammond Park,X,33.680721000000005,-84.414558,2020-10-09,30315,Fulton,212.0,4.0
202831100,10/9/2020,AGG ASSAULT,Hammond Park,X,33.678105,-84.403416,2020-10-09,30315,Fulton,212.0,4.0
202820715,10/8/2020,LARCENY-FROM VEHICLE,Pittsburgh,V,33.725046,-84.396377,2020-10-08,30315,Fulton,196.0,2.0
202821761,10/8/2020,AGG ASSAULT,The Villages at Carver,Y,33.71595,-84.391615,2020-10-08,30315,Fulton,196.0,2.0
202821784,10/8/2020,ROBBERY,Perkerson,X,33.683335,-84.40735600000001,2020-10-08,30315,Fulton,196.0,2.0
202821787,10/8/2020,LARCENY-FROM VEHICLE,Perkerson,X,33.689359,-84.409141,2020-10-08,30315,Fulton,196.0,2.0
202810572,10/7/2020,LARCENY-FROM VEHICLE,Norwood Manor,Z,33.697636,-84.362214,2020-10-07,30315,Fulton,170.0,0.0
202811482,10/7/2020,AUTO THEFT,Browns Mill Park,Z,33.687189000000004,-84.37924699999999,2020-10-07,30315,Fulton,170.0,0.0
202800558,10/4/2020,LARCENY-NON VEHICLE,Lakewood Heights,Y,33.708145,-84.381721,2020-10-06,30315,Fulton,225.0,2.0
202800721,10/2/2020,LARCENY-NON VEHICLE,Perkerson,X,33.688742,-84.40751999999999,2020-10-06,30315,Fulton,225.0,2.0
202800925,9/28/2020,LARCENY-NON VEHICLE,Browns Mill Park,Z,33.685525,-84.392983,2020-10-06,30315,Fulton,225.0,2.0
202801010,10/6/2020,AGG ASSAULT,The Villages at Carver,Y,33.712796999999995,-84.391204,2020-10-06,30315,Fulton,225.0,2.0
202791702,10/5/2020,AUTO THEFT,Hammond Park,X,33.678873,-84.40643299999999,2020-10-06,30315,Fulton,225.0,2.0
202791236,10/4/2020,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.702702,-84.408608,2020-10-05,30315,Fulton,101.0,0.0
202790320,10/5/2020,AGG ASSAULT,Custer/McDonough/Guice,W,33.71371,-84.359358,2020-10-05,30315,Fulton,101.0,0.0
202791481,10/5/2020,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.702702,-84.408608,2020-10-05,30315,Fulton,101.0,0.0
202790603,10/4/2020,BURGLARY,South Atlanta,Y,33.718069,-84.382126,2020-10-05,30315,Fulton,101.0,0.0
202781159,9/11/2020,LARCENY-FROM VEHICLE,Norwood Manor,Z,33.693975,-84.36548,2020-10-04,30315,Fulton,85.0,0.0
202781470,10/4/2020,LARCENY-FROM VEHICLE,Norwood Manor,Z,33.696065000000004,-84.368577,2020-10-04,30315,Fulton,85.0,0.0
202780530,10/4/2020,AUTO THEFT,The Villages at Carver,Y,33.715554,-84.392549,2020-10-04,30315,Fulton,85.0,0.0
202780811,10/4/2020,AUTO THEFT,Thomasville Heights,Z,33.701105,-84.350096,2020-10-04,30315,Fulton,85.0,0.0
202781752,10/4/2020,AGG ASSAULT,Thomasville Heights,Z,33.706151,-84.357462,2020-10-04,30315,Fulton,85.0,0.0
202770895,10/3/2020,ROBBERY,Custer/McDonough/Guice,W,33.708832,-84.359031,2020-10-03,30315,Fulton,102.0,0.0
202770673,10/1/2020,BURGLARY,South Atlanta,Y,33.710957,-84.38495400000001,2020-10-03,30315,Fulton,102.0,0.0
202760342,10/2/2020,ROBBERY,The Villages at Carver,Y,33.71595,-84.391615,2020-10-02,30315,Fulton,86.0,2.0
202760452,10/2/2020,ROBBERY,The Villages at Carver,Y,33.71595,-84.391615,2020-10-02,30315,Fulton,86.0,2.0
202760456,10/1/2020,LARCENY-FROM VEHICLE,High Point,Y,33.71734,-84.395864,2020-10-02,30315,Fulton,86.0,2.0
202760461,10/2/2020,LARCENY-NON VEHICLE,Perkerson,X,33.682476,-84.409059,2020-10-02,30315,Fulton,86.0,2.0
202760564,10/1/2020,AUTO THEFT,Thomasville Heights,Z,33.70812,-84.359175,2020-10-02,30315,Fulton,86.0,2.0
202760588,10/1/2020,LARCENY-FROM VEHICLE,The Villages at Carver,Y,33.713056,-84.389234,2020-10-02,30315,Fulton,86.0,2.0
202760698,10/2/2020,LARCENY-NON VEHICLE,Perkerson,X,33.682476,-84.409059,2020-10-02,30315,Fulton,86.0,2.0
202761048,10/2/2020,AGG ASSAULT,Rebel Valley Forest,Z,33.686712,-84.356522,2020-10-02,30315,Fulton,86.0,2.0
202761241,9/29/2020,AGG ASSAULT,Thomasville Heights,Z,33.702295,-84.36079699999999,2020-10-02,30315,Fulton,86.0,2.0
202761588,10/2/2020,AGG ASSAULT,Peoplestown,V,33.726199,-84.38773499999999,2020-10-02,30315,Fulton,86.0,2.0
202761814,10/2/2020,AGG ASSAULT,Thomasville Heights,Z,33.701019,-84.350084,2020-10-02,30315,Fulton,86.0,2.0
202751673,10/1/2020,AGG ASSAULT,The Villages at Carver,Y,33.71444,-84.390958,2020-10-01,30315,Fulton,131.0,1.0
202751886,9/27/2020,AUTO THEFT,Lakewood Heights,Y,33.702134,-84.399907,2020-10-01,30315,Fulton,131.0,1.0
202751901,10/1/2020,ROBBERY,Sylvan Hills,X,33.70158,-84.407758,2020-10-01,30315,Fulton,131.0,1.0
202750964,10/1/2020,BURGLARY,South Atlanta,Y,33.712983,-84.383301,2020-10-01,30315,Fulton,131.0,1.0
202750993,8/27/2020,BURGLARY,The Villages at Carver,Y,33.713056,-84.389234,2020-10-01,30315,Fulton,131.0,1.0
202752045,10/1/2020,AUTO THEFT,Perkerson,X,33.688087,-84.408936,2020-10-01,30315,Fulton,131.0,1.0
202750312,10/1/2020,HOMICIDE,Lakewood Heights,Y,33.706654,-84.379264,2020-10-01,30315,Fulton,131.0,1.0
202750675,10/1/2020,LARCENY-NON VEHICLE,Mechanicsville,V,33.730167,-84.396048,2020-10-01,30315,Fulton,131.0,1.0
202740998,9/5/2020,LARCENY-FROM VEHICLE,Thomasville Heights,Z,33.701671000000005,-84.355704,2020-09-30,30315,Fulton,102.0,1.0
202741768,9/30/2020,AUTO THEFT,Benteen Park,W,33.713003,-84.361742,2020-09-30,30315,Fulton,102.0,1.0
202740557,9/29/2020,BURGLARY,Chosewood Park,Y,33.719024,-84.38069399999999,2020-09-30,30315,Fulton,102.0,1.0
202740639,9/30/2020,LARCENY-FROM VEHICLE,Norwood Manor,Z,33.695295,-84.356711,2020-09-30,30315,Fulton,102.0,1.0
202740707,9/26/2020,LARCENY-NON VEHICLE,Browns Mill Park,Z,33.688994,-84.39192299999999,2020-09-30,30315,Fulton,102.0,1.0
203570108,12/22/2020,BURGLARY,Buckhead Heights,B,33.848247,-84.354648,2021-01-04,30326,Fulton,393.0,2.0
203661275,12/31/2020,LARCENY-NON VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-01,30326,Fulton,981.0,0.0
203661785,12/31/2020,LARCENY-FROM VEHICLE,Lenox,B,33.851566,-84.358703,2021-01-02,30326,Fulton,730.0,0.0
210011358,1/1/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-01,30326,Fulton,981.0,0.0
210011391,1/1/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-01,30326,Fulton,981.0,0.0
210011981,1/1/2021,LARCENY-NON VEHICLE,Lenox,B,33.847697,-84.366314,2021-01-02,30326,Fulton,730.0,0.0
210020005,1/1/2021,LARCENY-FROM VEHICLE,Lenox,B,33.849307,-84.360415,2021-01-02,30326,Fulton,730.0,0.0
210021203,12/30/2020,LARCENY-FROM VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-02,30326,Fulton,730.0,0.0
210021380,1/2/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-02,30326,Fulton,730.0,0.0
210021955,1/2/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849796999999995,-84.367778,2021-01-03,30326,Fulton,382.0,1.0
210030954,1/3/2021,LARCENY-NON VEHICLE,Lenox,B,33.851566,-84.358703,2021-01-03,30326,Fulton,382.0,1.0
210031404,1/3/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-03,30326,Fulton,382.0,1.0
210031820,1/3/2021,ROBBERY,Lenox,B,33.848878000000006,-84.365775,2021-01-04,30326,Fulton,393.0,2.0
210041516,12/21/2020,LARCENY-NON VEHICLE,North Buckhead,B,33.851777,-84.36220300000001,2021-01-15,30326,Fulton,781.0,20.0
210041548,1/4/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846603,-84.362473,2021-01-04,30326,Fulton,393.0,2.0
210050286,1/5/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.854099,-84.359933,2021-01-05,30326,Fulton,728.0,2.0
210050825,1/5/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-05,30326,Fulton,728.0,2.0
210052009,1/5/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846251,-84.358682,2021-01-05,30326,Fulton,728.0,2.0
210060207,1/6/2021,ROBBERY,Lenox,B,33.846058,-84.359001,2021-01-06,30326,Fulton,307.0,5.0
210070543,1/5/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.847355,-84.355438,2021-01-07,30326,Fulton,1173.0,4.0
210071103,1/7/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.848247,-84.354648,2021-01-07,30326,Fulton,1173.0,4.0
210080237,1/8/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.853226,-84.36551700000001,2021-01-08,30326,Fulton,1150.0,5.0
210080369,1/7/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849943,-84.362627,2021-01-08,30326,Fulton,1150.0,5.0
210080568,12/10/2020,LARCENY-FROM VEHICLE,North Buckhead,B,33.849532,-84.365994,2021-01-08,30326,Fulton,1150.0,5.0
210081434,1/8/2021,LARCENY-FROM VEHICLE,Lenox,B,33.851566,-84.358703,2021-01-11,30326,Fulton,683.0,1.0
210090411,1/9/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849796999999995,-84.367778,2021-01-09,30326,Fulton,798.0,4.0
210090523,1/9/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.850556,-84.35815500000001,2021-01-09,30326,Fulton,798.0,4.0
210090627,1/9/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-09,30326,Fulton,798.0,4.0
210091483,1/9/2021,AUTO THEFT,North Buckhead,B,33.853226,-84.36551700000001,2021-01-09,30326,Fulton,798.0,4.0
210100084,1/10/2021,AGG ASSAULT,Buckhead Heights,B,33.847355,-84.355438,2021-01-10,30326,Fulton,863.0,0.0
210101022,1/10/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-10,30326,Fulton,863.0,0.0
210101153,1/10/2021,LARCENY-FROM VEHICLE,Lenox,B,33.852101,-84.360202,2021-01-10,30326,Fulton,863.0,0.0
210110867,1/11/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-11,30326,Fulton,683.0,1.0
210120780,1/5/2021,LARCENY-NON VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-12,30326,Fulton,681.0,7.0
210121956,1/12/2021,AGG ASSAULT,North Buckhead,B,33.848578,-84.367053,2021-01-13,30326,Fulton,558.0,5.0
210131190,1/13/2021,LARCENY-FROM VEHICLE,Lenox,B,33.852101,-84.360202,2021-01-13,30326,Fulton,558.0,5.0
210131477,1/13/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849936,-84.364999,2021-01-13,30326,Fulton,558.0,5.0
210131483,1/13/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-13,30326,Fulton,558.0,5.0
210131792,1/13/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.848304,-84.367471,2021-01-13,30326,Fulton,558.0,5.0
210140891,1/13/2021,LARCENY-NON VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-14,30326,Fulton,802.0,12.0
210140990,1/13/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849532,-84.365994,2021-01-14,30326,Fulton,802.0,12.0
210142063,1/14/2021,LARCENY-FROM VEHICLE,Lenox,B,33.849307,-84.360415,2021-01-15,30326,Fulton,781.0,20.0
210151117,1/15/2021,LARCENY-NON VEHICLE,North Buckhead,B,33.851937,-84.362411,2021-01-15,30326,Fulton,781.0,20.0
210160732,1/16/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849532,-84.365994,2021-01-16,30326,Fulton,826.0,4.0
210171619,1/17/2021,AUTO THEFT,Lenox,B,33.84615,-84.365049,2021-01-17,30326,Fulton,664.0,0.0
210180996,1/18/2021,LARCENY-FROM VEHICLE,Lenox,B,33.851566,-84.358703,2021-01-18,30326,Fulton,562.0,2.0
210181228,1/18/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.848304,-84.367471,2021-01-18,30326,Fulton,562.0,2.0
210190343,1/18/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849532,-84.365994,2021-01-19,30326,Fulton,610.0,8.0
210190777,1/19/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-25,30326,Fulton,460.0,5.0
210190786,1/17/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.853226,-84.36551700000001,2021-01-19,30326,Fulton,610.0,8.0
210191770,1/19/2021,LARCENY-FROM VEHICLE,Lenox,B,33.852101,-84.360202,2021-01-19,30326,Fulton,610.0,8.0
210200318,1/19/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.853226,-84.36551700000001,2021-01-20,30326,Fulton,620.0,6.0
210210366,1/20/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849532,-84.365994,2021-01-21,30326,Fulton,525.0,9.0
210221569,1/22/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-22,30326,Fulton,668.0,10.0
210230591,1/22/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.849337,-84.35862,2021-01-23,30326,Fulton,773.0,5.0
210261952,1/26/2021,LARCENY-NON VEHICLE,Lenox,B,33.846058,-84.359001,2021-01-28,30326,Fulton,678.0,10.0
210280317,1/28/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.850405,-84.363363,2021-01-28,30326,Fulton,678.0,10.0
210280802,1/28/2021,LARCENY-NON VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-02-01,30326,Fulton,279.0,1.0
210280960,1/28/2021,LARCENY-NON VEHICLE,Lenox,B,33.846726000000004,-84.36242,2021-01-28,30326,Fulton,678.0,10.0
210282103,1/28/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.848304,-84.367471,2021-01-29,30326,Fulton,548.0,6.0
210290017,1/29/2021,LARCENY-FROM VEHICLE,Lenox,B,33.852101,-84.360202,2021-01-29,30326,Fulton,548.0,6.0
210291170,1/21/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-01-31,30326,Fulton,332.0,1.0
210311449,1/31/2021,AUTO THEFT,North Buckhead,B,33.850405,-84.363363,2021-01-31,30326,Fulton,332.0,1.0
210341328,2/3/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-02-04,30326,Fulton,487.0,13.0
210350641,2/3/2021,LARCENY-FROM VEHICLE,Lenox,B,33.851566,-84.358703,2021-02-04,30326,Fulton,487.0,13.0
210352097,2/4/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.848329,-84.367428,2021-02-04,30326,Fulton,487.0,13.0
210360376,2/4/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.853226,-84.36551700000001,2021-02-05,30326,Fulton,425.0,9.0
210360491,2/5/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.850556,-84.35815500000001,2021-02-05,30326,Fulton,425.0,9.0
210360547,2/4/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.849796999999995,-84.367778,2021-02-05,30326,Fulton,425.0,9.0
210380855,2/7/2021,LARCENY-NON VEHICLE,North Buckhead,B,33.852587,-84.36199,2021-02-07,30326,Fulton,374.0,0.0
210380857,2/7/2021,LARCENY-NON VEHICLE,North Buckhead,B,33.851937,-84.362411,2021-02-07,30326,Fulton,374.0,0.0
210381382,2/7/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846251,-84.358682,2021-02-07,30326,Fulton,374.0,0.0
210400283,2/9/2021,ROBBERY,Lenox,B,33.847697,-84.366314,2021-02-09,30326,Fulton,296.0,9.0
210401095,2/9/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.848078,-84.357512,2021-02-09,30326,Fulton,296.0,9.0
210401124,2/9/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.848578,-84.367053,2021-02-09,30326,Fulton,296.0,9.0
210410523,2/9/2021,LARCENY-NON VEHICLE,North Buckhead,B,33.853069,-84.362601,2021-02-10,30326,Fulton,259.0,8.0
210411597,2/10/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-02-10,30326,Fulton,259.0,8.0
210421763,2/11/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-02-12,30326,Fulton,315.0,12.0
210430381,2/12/2021,AUTO THEFT,North Buckhead,B,33.849796999999995,-84.367778,2021-02-12,30326,Fulton,315.0,12.0
210430466,2/12/2021,AUTO THEFT,North Buckhead,B,33.849796999999995,-84.367778,2021-02-12,30326,Fulton,315.0,12.0
210432114,2/12/2021,AGG ASSAULT,North Buckhead,B,33.853351,-84.36617700000001,2021-02-12,30326,Fulton,315.0,12.0
210440356,2/13/2021,AGG ASSAULT,Buckhead Heights,B,33.849667,-84.357437,2021-02-15,30326,Fulton,198.0,2.0
210441216,2/12/2021,AUTO THEFT,North Buckhead,B,33.853226,-84.36551700000001,2021-02-13,30326,Fulton,332.0,10.0
210451364,2/14/2021,LARCENY-FROM VEHICLE,Lenox,B,33.846108,-84.362279,2021-02-15,30326,Fulton,198.0,2.0
210460652,2/9/2021,LARCENY-NON VEHICLE,Lenox,B,33.851566,-84.358703,2021-02-15,30326,Fulton,198.0,2.0
210461291,2/15/2021,LARCENY-NON VEHICLE,Lenox,B,33.846108,-84.362279,2021-02-15,30326,Fulton,198.0,2.0
210461588,2/15/2021,LARCENY-FROM VEHICLE,North Buckhead,B,33.848329,-84.367428,2021-02-16,30326,Fulton,220.0,11.0
210480392,2/16/2021,LARCENY-FROM VEHICLE,Buckhead Heights,B,33.848247,-84.354648,2021-02-17,30326,Fulton,252.0,4.0
210480866,2/15/2021,LARCENY-NON VEHICLE,Lenox,B,33.848878000000006,-84.365775,2021-02-17,30326,Fulton,252.0,4.0
210481231,2/4/2021,LARCENY-NON VEHICLE,North Buckhead,B,33.849796999999995,-84.367778,2021-02-17,30326,Fulton,252.0,4.0
210481676,12/26/2020,LARCENY-NON VEHICLE,Lenox,B,33.851566,-84.358703,2021-02-17,30326,Fulton,252.0,4.0
