offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,dispo_code,Shift,loc_type,UC2_Literal,ibr_code,neighborhood,npu,long,lat
203090375,11/4/2020,11/4/2020,0:00,11/4/2020,8:52,605,NULL,NULL,357 TERRY ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Capitol Gateway,V,-84.384882,33.744892
203090377,11/4/2020,11/3/2020,21:00,11/4/2020,8:51,504,NULL,NULL,227 PINE ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.394392,33.767962
203090382,11/4/2020,11/3/2020,18:00,11/4/2020,8:57,601,NULL,NULL,680 GREENWOOD AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Virginia Highland,F,-84.365131,33.777189
203090388,11/4/2020,11/4/2020,8:50,11/4/2020,8:59,506,NULL,NULL,673 WHEELER ST NW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,English Avenue,L,-84.409346,33.774543
203090464,11/4/2020,11/3/2020,18:00,11/4/2020,7:00,208,NULL,NULL,3372 PEACHTREE RD,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,North Buckhead,B,-84.366923,33.848526
203090468,11/4/2020,11/4/2020,0:00,11/4/2020,6:00,509,NULL,NULL,450 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.383322,33.766663
203090492,11/4/2020,11/4/2020,10:00,11/4/2020,11:00,304,NULL,NULL,1021 MARTIN ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Peoplestown,V,-84.383558,33.726586
203090526,11/4/2020,10/27/2020,0:00,10/27/2020,23:59,402,NULL,NULL,772 CASCADE AVE SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,West End,T,-84.436612,33.734188
203090584,11/4/2020,11/3/2020,7:00,11/4/2020,10:00,210,NULL,NULL,3464 ROXBORO RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Buckhead Heights,B,-84.355922,33.848964
203090613,11/4/2020,11/4/2020,11:14,11/4/2020,11:20,201,NULL,NULL,1940 MOORES MILL RD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,NULL,C,-84.449469,33.821932
203090635,11/4/2020,10/30/2020,9:00,10/30/2020,20:00,401,NULL,NULL,844 RALPH DAVID ABERNATHY BLVD,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,West End,T,-84.415338,33.738003
203090638,11/4/2020,11/4/2020,3:00,11/4/2020,11:00,303,NULL,NULL,555 WHITEHALL ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Mechanicsville,V,-84.406227,33.742987
203081432,11/4/2020,11/3/2020,17:20,11/3/2020,17:25,112,NULL,NULL,3170 DONALD LEE HOLLOWELL PKWY NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Collier Heights,I,-84.490978,33.7858
203081068,11/4/2020,10/21/2020,19:00,10/22/2020,10:00,610,NULL,NULL,1850 MEMORIAL DR SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Kirkwood,O,-84.327108,33.747628
203071200,11/4/2020,11/1/2020,14:00,11/1/2020,16:00,302,NULL,NULL,1032 METROPOLITAN PKWY SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Pittsburgh,V,-84.406227,33.727058
203071319,11/4/2020,11/2/2020,15:35,11/2/2020,15:38,206,NULL,NULL,2809 PEACHTREE RD,NULL,NULL,NULL,NULL,AUTO THEFT,240,Garden Hills,B,-84.384897,33.831572
203091853,11/4/2020,11/4/2020,19:43,11/4/2020,21:22,602,NULL,NULL,753 EDGEWOOD AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Inman Park,N,-84.362744,33.754679
203091293,11/4/2020,11/3/2020,21:00,11/4/2020,18:53,604,NULL,NULL,564 AUBURN AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Old Fourth Ward,M,-84.368841,33.756023
203091308,11/4/2020,11/4/2020,15:00,11/4/2020,17:47,103,NULL,NULL,790 HUFF RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Blandtown,D,-84.414148,33.786288
203091441,11/4/2020,11/3/2020,20:00,11/3/2020,23:30,305,NULL,NULL,1099 BOULEVARD SE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Chosewood Park,Y,-84.368714,33.724388
203081511,11/4/2020,11/3/2020,18:10,11/3/2020,18:30,409,NULL,NULL,2852 CASCADE RD SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Cascade Heights,I,-84.481291,33.719509
203081580,11/4/2020,11/3/2020,18:30,11/3/2020,18:35,602,NULL,NULL,73 WADDELL ST NE,NULL,NULL,NULL,NULL,ROBBERY,120,Inman Park,N,-84.363015,33.756102
203091776,11/4/2020,10/14/2020,4:40,11/4/2020,21:35,103,NULL,NULL,2302 MARIETTA BLVD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Bolton,D,-84.451347,33.818156
203091661,11/4/2020,11/4/2020,20:24,11/4/2020,20:26,503,NULL,NULL,1075 PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.382621,33.783833
203091664,11/4/2020,11/4/2020,16:00,11/4/2020,20:20,212,NULL,NULL,1937 PIEDMONT CIR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Piedmont Heights,F,-84.367471,33.810393
203091692,11/4/2020,11/4/2020,20:45,11/4/2020,21:30,508,NULL,NULL,16 W PEACHTREE PL NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.388377,33.764379
203091743,11/4/2020,11/4/2020,18:30,11/4/2020,21:10,602,NULL,NULL,900 DEKALB AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Inman Park,N,-84.358123,33.75507
203091474,11/4/2020,11/3/2020,4:30,11/4/2020,3:30,103,NULL,NULL,1040 HUFF RD NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Blandtown,D,-84.421602,33.789028
203091486,11/4/2020,11/4/2020,18:48,11/4/2020,18:55,603,NULL,NULL,620 PARKWAY DR NE,NULL,NULL,NULL,NULL,BURGLARY,220,Old Fourth Ward,M,-84.373077,33.771352
203091507,11/4/2020,11/4/2020,19:00,11/5/2020,0:00,305,NULL,NULL,1695 PRYOR RD SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Betmar LaVilla,Y,-84.393793,33.708932
203091552,11/4/2020,11/4/2020,18:50,11/4/2020,19:00,102,NULL,NULL,10 NORTHSIDE DR NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Vine City,L,-84.403281,33.754957
203091561,11/4/2020,11/4/2020,19:30,11/4/2020,20:20,505,NULL,NULL,160 PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Midtown,E,-84.381967,33.772997
203091623,11/4/2020,11/4/2020,19:05,11/4/2020,19:15,507,NULL,NULL,74 NORTHSIDE DR SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.40256,33.752461
203091626,11/4/2020,11/4/2020,20:04,11/4/2020,22:27,101,NULL,NULL,600 GREENSFERRY AVE SW,NULL,NULL,NULL,NULL,ROBBERY,120,The Villages at Castleberry Hill,T,-84.408349,33.746732
203091627,11/4/2020,11/4/2020,20:19,11/4/2020,23:00,114,NULL,NULL,794 MERCURY DR NW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Carroll Heights,H,-84.509233,33.775801
203071771,11/3/2020,11/2/2020,22:00,11/2/2020,22:14,503,NULL,NULL,991 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Midtown,E,-84.380391,33.781649
203071785,11/3/2020,11/2/2020,22:30,11/2/2020,22:47,212,NULL,NULL,1896 PIEDMONT RD NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Piedmont Heights,F,-84.366014,33.809001
203081584,11/3/2020,11/3/2020,21:40,11/3/2020,21:46,408,NULL,NULL,1531 CAMPBELLTON RD SW,NULL,NULL,NULL,NULL,ROBBERY,120,Venetian Hills,S,-84.438621,33.713262
203081612,11/3/2020,11/3/2020,19:00,11/3/2020,19:07,503,NULL,NULL,1075 PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.382621,33.783833
203081658,11/3/2020,11/3/2020,13:40,11/3/2020,19:32,613,NULL,NULL,1579 MONROE DR NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Piedmont Heights,F,-84.369167,33.798056
203081665,11/3/2020,11/3/2020,19:30,11/3/2020,19:35,606,NULL,NULL,791 WYLIE ST SE,NULL,NULL,NULL,NULL,ROBBERY,120,Reynoldstown,N,-84.361005,33.752521
203081694,11/3/2020,10/31/2020,14:40,11/3/2020,22:15,503,NULL,NULL,952 TAFT AVE NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Midtown,E,-84.374065,33.780566
203081731,11/3/2020,11/3/2020,20:22,11/3/2020,22:00,108,NULL,NULL,1815 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,NULL,I,-84.446619,33.750922
203081902,11/3/2020,11/3/2020,19:29,11/3/2020,20:53,507,NULL,NULL,131 CENTENNIAL OLYMPIC PARK DR NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.393675,33.757602
203081905,11/3/2020,11/3/2020,19:00,11/3/2020,22:15,602,NULL,NULL,471 NORTH HIGHLAND AVENUE NORTHEAST,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Inman Park,N,-84.352764,33.766804
203081522,11/3/2020,11/1/2020,14:30,11/3/2020,17:30,501,NULL,NULL,1050 CURRAN ST NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Home Park,E,-84.406248,33.783386
203081560,11/3/2020,11/3/2020,18:10,11/3/2020,18:27,206,NULL,NULL,2893 PEACHTREE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Buckhead Village,B,-84.379667,33.839546
203081569,11/3/2020,11/3/2020,18:35,11/3/2020,18:45,206,NULL,NULL,3004 PIEDMONT RD NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Garden Hills,B,-84.368642,33.836599
203071844,11/3/2020,11/2/2020,23:20,11/2/2020,23:25,206,NULL,NULL,264 PHARR RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Buckhead Village,B,-84.378014,33.837245
203071864,11/3/2020,11/2/2020,23:00,11/2/2020,23:40,607,NULL,NULL,1132 UNITED AVE SE,NULL,NULL,NULL,NULL,BURGLARY,220,Ormewood Park,W,-84.350713,33.724709
203071870,11/3/2020,11/2/2020,23:54,11/2/2020,23:54,411,NULL,NULL,3030 HEADLAND DR SW,NULL,NULL,NULL,NULL,BURGLARY,220,Greenbriar,R,-84.487802,33.687401
203071871,11/3/2020,11/2/2020,21:40,11/2/2020,23:45,509,NULL,NULL,60 ANDREW YOUNG INTERNATIONAL BLVD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.385785,33.759901
203080003,11/3/2020,11/3/2020,0:01,11/3/2020,0:30,406,NULL,NULL,1273 LYNWAY LN SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Cascade Heights,I,-84.486757,33.720815
203080018,11/3/2020,11/2/2020,21:30,11/3/2020,0:00,212,NULL,NULL,2430 CHESHIRE BRIDGE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindridge/Martin Manor,F,-84.352261,33.82108
203080058,11/3/2020,11/2/2020,0:00,11/3/2020,5:10,503,NULL,NULL,1163 W PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.38747,33.786111
203080063,11/3/2020,11/3/2020,0:45,11/3/2020,0:50,206,NULL,NULL,3167 PEACHTREE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Buckhead Village,B,-84.375873,33.840301
203080118,11/3/2020,11/3/2020,1:30,11/3/2020,1:40,401,NULL,NULL,516 LEE ST SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,West End,T,-84.413738,33.740759
203080124,11/3/2020,11/3/2020,0:02,11/3/2020,2:03,512,NULL,NULL,232 FORSYTH ST SW,NULL,NULL,NULL,NULL,ROBBERY,120,Downtown,M,-84.396366,33.74854
203080140,11/3/2020,11/3/2020,2:56,NULL,NULL,410,NULL,NULL,1993 BENT CREEK WAY SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Campbellton Road,R,-84.465883,33.700971
203080144,11/3/2020,11/3/2020,2:28,11/3/2020,4:53,302,NULL,NULL,1132 GARIBALDI ST SW,NULL,NULL,NULL,NULL,ROBBERY,120,Pittsburgh,V,-84.398983,33.724054
203080156,11/3/2020,11/3/2020,0:30,11/3/2020,2:44,503,NULL,NULL,33 11TH ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.386565,33.78295
203080176,11/3/2020,11/3/2020,3:13,11/3/2020,3:13,414,NULL,NULL,3390 FAIRBURN RD SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Ben Hill,P,-84.52333,33.66147
203080208,11/3/2020,11/3/2020,3:30,11/3/2020,3:50,207,NULL,NULL,2025 PEACHTREE RD NE,NULL,NULL,NULL,NULL,ROBBERY,120,Buckhead Village,B,-84.379528,33.839652
203080216,11/3/2020,11/3/2020,4:30,NULL,NULL,413,NULL,NULL,3810 CAMPBELLTON RD SW,NULL,NULL,NULL,NULL,ROBBERY,120,NULL,P,-84.513473,33.690262
203080266,11/3/2020,11/3/2020,0:48,11/3/2020,13:15,612,NULL,NULL,1215 GLENWOOD AVE SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,East Atlanta,W,-84.347697,33.739951
203080279,11/3/2020,11/2/2020,23:00,11/3/2020,6:32,312,NULL,NULL,50 MOUNT ZION RD SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Glenrose Heights,Z,-84.391383,33.672654
203080285,11/3/2020,11/2/2020,23:00,11/3/2020,0:50,404,NULL,NULL,637 FERRIS ST SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Westwood Terrace,I,-84.454247,33.73786
203080326,11/3/2020,11/2/2020,4:30,11/3/2020,6:00,504,NULL,NULL,219 IVAN ALLEN JR BLVD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Downtown,M,-84.394406,33.764904
203080361,11/3/2020,11/3/2020,0:00,11/3/2020,8:07,312,NULL,NULL,50 MOUNT ZION RD SW,NULL,NULL,NULL,NULL,BURGLARY,220,Glenrose Heights,Z,-84.391383,33.672654
203080399,11/3/2020,11/2/2020,18:00,11/3/2020,7:30,210,NULL,NULL,3200 LENOX RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23G,Pine Hills,B,-84.359026,33.843908
203080411,11/3/2020,10/19/2020,12:00,10/19/2020,12:00,402,NULL,NULL,1176 MONTREAT AVE SW,NULL,NULL,NULL,NULL,BURGLARY,220,Oakland City,S,-84.426416,33.72945
203080459,11/3/2020,11/3/2020,9:41,11/3/2020,9:41,302,NULL,NULL,358 ROY ST SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Pittsburgh,V,-84.399722,33.724044
203080467,11/3/2020,11/3/2020,9:15,11/3/2020,11:13,310,NULL,NULL,2420 BROWNS MILL RD SE,NULL,NULL,NULL,NULL,BURGLARY,220,Lakewood,Z,-84.373824,33.68908
203080569,11/3/2020,11/2/2020,20:30,11/3/2020,9:00,503,NULL,NULL,60 11TH ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.385334,33.783503
203080589,11/3/2020,11/3/2020,11:01,11/3/2020,11:01,302,NULL,NULL,765 MCDANIEL ST SW,NULL,NULL,NULL,NULL,BURGLARY,220,Pittsburgh,V,-84.402493,33.733026
203080594,11/3/2020,11/2/2020,22:00,11/3/2020,10:00,612,NULL,NULL,1493 GLENWOOD AVE SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,East Atlanta,W,-84.338573,33.739756
203080607,11/3/2020,10/30/2020,11:00,10/30/2020,17:00,301,NULL,NULL,1374 MURPHY AVE SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Capitol View,X,-84.423912,33.717598
203080748,11/3/2020,11/2/2020,18:00,11/3/2020,6:45,202,NULL,NULL,4011 PINEHILL PL NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Chastain Park,A,-84.398486,33.866702
203080805,11/3/2020,10/26/2020,15:00,10/26/2020,16:00,609,NULL,NULL,1275 CAROLINE ST NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Edgewood,O,-84.346543,33.757264
203060555,11/3/2020,11/1/2020,0:00,11/1/2020,5:00,506,NULL,NULL,400 NORTHSIDE DR NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,English Avenue,L,-84.405078,33.765736
203061345,11/3/2020,11/1/2020,16:17,11/1/2020,16:34,210,NULL,NULL,3393 PEACHTREE RD,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Lenox,B,-84.362679,33.846516
203081069,11/3/2020,11/3/2020,13:00,11/3/2020,13:20,609,NULL,NULL,1225 CAROLINE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Edgewood,O,-84.348125,33.75614
203081070,11/3/2020,11/3/2020,14:30,11/3/2020,14:35,503,NULL,NULL,950 W PEACHTREE ST NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Midtown,E,-84.388669,33.77971
203081071,11/3/2020,11/3/2020,14:47,11/3/2020,17:55,414,NULL,NULL,3340 OLD FAIRBURN RD,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Huntington,P,-84.526673,33.663465
203081099,11/3/2020,11/3/2020,14:25,11/3/2020,14:30,610,NULL,NULL,224 WARREN ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Kirkwood,O,-84.326204,33.759073
203081108,11/3/2020,11/2/2020,2:30,11/3/2020,8:00,505,NULL,NULL,693 PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.384412,33.773643
203081110,11/3/2020,11/3/2020,10:30,11/3/2020,14:00,401,NULL,NULL,854 OAK ST SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,West End,T,-84.4162,33.739478
203081146,11/3/2020,10/31/2020,3:30,10/31/2020,4:00,501,NULL,NULL,391 17TH ST NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Atlantic Station,E,-84.40004,33.791485
203081193,11/3/2020,11/3/2020,15:47,11/3/2020,15:50,509,NULL,NULL,589 WILLOW ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.382706,33.770507
203080861,11/3/2020,10/31/2020,17:00,11/2/2020,9:00,305,NULL,NULL,141 MCDONOUGH BLVD SE,NULL,NULL,NULL,NULL,BURGLARY,220,South Atlanta,Y,-84.383763,33.718151
203080870,11/3/2020,11/2/2020,19:55,11/2/2020,20:03,210,NULL,NULL,3431 LENOX RD NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Lenox,B,-84.359934,33.848645
203080886,11/3/2020,11/3/2020,13:14,11/3/2020,13:20,206,NULL,NULL,3235 PACES FERRY PL NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,South Tuxedo Park,B,-84.381618,33.843145
203080899,11/3/2020,11/3/2020,12:10,11/3/2020,12:25,205,NULL,NULL,355 PEACHTREE BATTLE AVE NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Peachtree Battle Alliance,C,-84.399086,33.822441
203080916,11/3/2020,11/2/2020,17:30,11/3/2020,14:00,605,NULL,NULL,308 WOODWARD AVE SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Grant Park,W,-84.377512,33.745797
203080920,11/3/2020,10/29/2020,15:30,11/3/2020,8:00,108,NULL,NULL,306 ANDERSON AVE NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Dixie Hills,J,-84.451458,33.763497
203080935,11/3/2020,11/3/2020,13:20,11/3/2020,13:50,103,NULL,NULL,1082 HUFF RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Blandtown,D,-84.422888,33.788988
203080954,11/3/2020,10/26/2020,15:25,10/26/2020,15:34,211,NULL,NULL,2399 PARKLAND DR NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Lindbergh/Morosgo,B,-84.363878,33.819556
203080960,11/3/2020,11/3/2020,7:27,11/3/2020,12:00,510,NULL,NULL,79 JOHN WESLEY DOBBS AVE NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.385036,33.757089
203080973,11/3/2020,11/2/2020,17:30,11/3/2020,13:39,210,NULL,NULL,3443 KINGSBORO RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Buckhead Heights,B,-84.357409,33.84954
203081027,11/3/2020,11/3/2020,8:30,11/3/2020,14:30,212,NULL,NULL,2324 STRATHMORE DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindridge/Martin Manor,F,-84.357881,33.818457
203081053,11/3/2020,11/1/2020,14:41,11/3/2020,15:20,212,NULL,NULL,1155 LAVISTA RD NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Lindridge/Martin Manor,F,-84.350527,33.817764
203081446,11/3/2020,11/3/2020,17:36,11/3/2020,19:44,312,NULL,NULL,2786 OLD HAPEVILLE RD SW,NULL,NULL,NULL,NULL,ROBBERY,120,Glenrose Heights,Z,-84.392548,33.678873
203081466,11/3/2020,11/3/2020,17:47,11/3/2020,18:00,211,NULL,NULL,2525 PIEDMONT RD NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Lindbergh/Morosgo,B,-84.365306,33.824018
203081476,11/3/2020,11/3/2020,17:42,11/3/2020,17:43,608,NULL,NULL,777 S PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Poncey-Highland,N,-84.348956,33.773647
203081476,11/3/2020,11/3/2020,17:42,11/3/2020,17:43,608,NULL,NULL,777 S PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Druid Hills,N,-84.348956,33.773647
203081486,11/3/2020,11/3/2020,17:56,11/3/2020,18:00,602,NULL,NULL,675 NORTH HIGHLAND AVENUE NORTHEAST,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Poncey-Highland,N,-84.351822,33.772754
203081490,11/3/2020,11/3/2020,17:59,11/3/2020,20:26,408,NULL,NULL,1731 HADLOCK ST SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,NULL,R,-84.446588,33.708298
203071684,11/3/2020,11/2/2020,20:59,11/2/2020,21:30,414,NULL,NULL,3670 N CAMP CREEK PKWY SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Princeton Lakes,P,-84.50926,33.673871
203071747,11/3/2020,11/2/2020,21:40,11/2/2020,23:15,103,NULL,NULL,2429 BOLTON RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Bolton,D,-84.455116,33.820709
203081258,11/3/2020,11/3/2020,15:46,11/3/2020,15:53,204,NULL,NULL,1715 HOWELL MILL RD,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Berkeley Park,D,-84.4132,33.8019
203081273,11/3/2020,11/3/2020,16:00,11/3/2020,16:15,613,NULL,NULL,1853 CHESHIRE BRIDGE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Morningside/Lenox Park,F,-84.362379,33.80877
203081308,11/3/2020,11/3/2020,15:00,11/3/2020,16:34,311,NULL,NULL,2967 METROPOLITAN PKWY SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Hammond Park,X,-84.408957,33.674219
203081349,11/3/2020,11/2/2020,14:00,11/3/2020,7:30,110,NULL,NULL,118 JOHNSON RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Grove Park,J,-84.451458,33.783945
203081369,11/3/2020,11/3/2020,17:02,11/3/2020,17:11,603,NULL,NULL,680 DALLAS ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Old Fourth Ward,M,-84.364797,33.769404
203081403,11/3/2020,11/3/2020,13:00,11/3/2020,13:30,507,NULL,NULL,309 NELSON ST SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.39817,33.7522
203081411,11/3/2020,11/3/2020,15:00,11/3/2020,17:00,613,NULL,NULL,1845 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Morningside/Lenox Park,F,-84.36522,33.807014
203050502,11/3/2020,10/29/2020,0:31,10/29/2020,2:27,613,NULL,NULL,1830 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,BURGLARY,220,Piedmont Heights,F,-84.367893,33.805641
203060100,11/2/2020,11/1/2020,0:40,11/1/2020,0:50,506,NULL,NULL,706 NORTH AVENUE NW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,English Avenue,L,-84.410496,33.769896
203062028,11/2/2020,11/1/2020,22:54,11/1/2020,23:04,507,NULL,NULL,327 PETERS ST SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Castleberry Hill,M,-84.403822,33.745834
203062036,11/2/2020,11/1/2020,22:00,11/1/2020,23:00,504,NULL,NULL,231 MILLS ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.394443,33.765426
203070027,11/2/2020,11/1/2020,21:00,11/2/2020,5:24,501,NULL,NULL,1145 CENTER ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Home Park,E,-84.402575,33.786025
203070046,11/2/2020,11/2/2020,0:27,11/2/2020,0:40,206,NULL,NULL,2944 N FULTON DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Garden Hills,B,-84.378174,33.835012
203070064,11/2/2020,11/1/2020,23:00,11/2/2020,0:47,507,NULL,NULL,350 MARIETTA ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.397208,33.762661
203070074,11/2/2020,11/1/2020,23:30,11/2/2020,0:45,510,NULL,NULL,214 JOHN WESLEY DOBBS AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.380415,33.755713
203070090,11/2/2020,11/2/2020,1:03,11/2/2020,1:57,211,NULL,NULL,761 SIDNEY MARCUS BLVD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindbergh/Morosgo,B,-84.362224,33.825196
203070154,11/2/2020,0220-11-01,23:56,11/2/2020,1:42,508,NULL,NULL,300 LUCKIE ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.395886,33.762602
